"incident_id","category","subcategory","product","vendor","confidence_score","self_resolved","rationale","keywords_identified","root_cause_indicator","root_cause"
"INC47980157","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Description states 'No Help Desk support needed: self-resolved', which maps to informational operational event: user self-resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user; no assistance required."
"INC47980158","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly indicates self-resolution; best fit is OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","User addressed the problem independently."
"INC47980179","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Marked as 'No Help Desk support needed: self-resolved', aligning to informational user self-resolved event.","['self-resolved', 'informational']","Unknown","Resolved by end user without support."
"INC47980234","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Self-resolved per description; classify as OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","User remediation completed; no further action."
"INC47980248","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Description indicates no help desk support needed and self-resolved.","['self-resolved', 'informational']","Unknown","End user fixed the issue."
"INC47980266","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Clearly flagged as self-resolved; this matches the User Self-Resolved product under OperationalEvents.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue closed by user after resolving independently."
"INC47980189","Network","VPN_RemoteAccess","Cisco Secure","Cisco","0.8","False","Incident mentions inability to connect to VPN and references Cisco on Windows, indicating a Cisco VPN remote access client issue.","['Cannot Connect', 'VPN', 'Network', 'Cisco', 'Windows']","Unknown","Insufficient details, but likely Cisco VPN client connectivity problem on Windows."
"INC47980333","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Marked as 'self-resolved'; maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","User resolved the issue; informational ticket."
"INC47980334","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Description indicates self-resolution; aligns to OperationalEvents > User Self-Resolved.","['self-resolved', 'informational']","Unknown","Issue was resolved by the user without help desk involvement."
"INC47980361","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Explicitly states 'No Help Desk support needed: self-resolved', mapping to User Self-Resolved informational event.","['self-resolved', 'No Help Desk support needed']","Unknown","End user fixed the problem; no further support necessary."
"INC47980364","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket explicitly states no Help Desk support needed and self-resolved; matches ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk support']","Unknown","Issue was resolved by the user; specific cause not provided."
"INC47980371","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Explicitly marked self-resolved; aligns with OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk support']","Unknown","User resolved the issue without assistance; cause unspecified."
"INC47980397","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Self-resolved noted in description; fits User Self-Resolved classification.","['self-resolved']","Unknown","Issue self-resolved; no causation details provided."
"INC47980403","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Description says no help desk support needed and self-resolved, which maps to User Self-Resolved.","['self-resolved', 'no help desk']","Unknown","Resolved by end user; underlying cause not identified."
"INC47980420","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Self-resolved per ticket; appropriate classification is OperationalEvents > User Self-Resolved.","['self-resolved']","Unknown","User remedied the issue; cause unspecified."
"INC47980441","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Marked as self-resolved; matches ProcessInformational taxonomy for user self-resolution.","['self-resolved']","Unknown","Self-resolved by user; no further details."
"INC47980443","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket indicates no support needed and self-resolved; correctly classified as User Self-Resolved.","['self-resolved', 'no support needed']","Unknown","Issue resolved by user; cause not provided."
"INC47980326","CloudInfrastructure","Virtualization_Remote","Virtual Desktop Issues","","0.8","False","""Omni VDI - unable to access"" indicates trouble accessing a virtual desktop environment; fits CloudInfrastructure > Virtualization_Remote > Virtual Desktop Issues.","['Omni VDI', 'unable to access', 'VDI']","Configuration","Likely user not provisioned/entitled for Omni VDI or profile misconfiguration causing access failure."
"INC47980220","UserAccessAuthentication","IdentityAccess","Other","","0.75","False","Unable to access Microsoft Copilot app on Windows suggests identity/licensing/policy-related access; fits UserAccessAuthentication > IdentityAccess. Specific issue unclear, so Other.","['Microsoft Copilot', 'unable to access', 'Windows', 'app access']","Configuration","Copilot access likely blocked due to missing M365 license or organizational policy configuration."
"INC47980478","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Self-resolved noted; maps to OperationalEvents > User Self-Resolved.","['self-resolved']","Unknown","Issue resolved by user; no cause provided."
"INC47980274","Network","VPN_RemoteAccess","Cisco Secure","Cisco","0.8","False","The description explicitly mentions VPN connectivity with Cisco on Windows, which aligns with Network > VPN_RemoteAccess > Cisco Secure.","['VPN', 'Cisco', 'Windows', 'Cannot Connect']","Unknown","VPN client (Cisco Secure) unable to establish connection; exact cause (auth vs. network) not specified."
"INC47980488","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Text states the issue was self-resolved, which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk']","Unknown","User self-resolved; no causation details provided."
"INC47980237","TelephonyContactCenter","ContactCenter","Agent Desktop","Genesys","0.85","False","Genesys Workspace is an agent desktop for contact centers; SSO 'User not found' maps to TelephonyContactCenter > ContactCenter > Agent Desktop.","['Genesys Workspace', 'SSO', 'GWS 8.6', 'User not found']","Configuration","User account not provisioned/mapped in Genesys Workspace SSO (GWS 8.6), resulting in 'User not found'."
"INC47980200","TelephonyContactCenter","UnifiedCommunications","Other","Cisco Webex","0.75","False","Webex is a unified communications/collaboration platform; 'account is not authorized' fits TelephonyContactCenter > UnifiedCommunications > Other.","['Webex', 'account not authorized']","Security","User lacks entitlement/authorization to access Webex service."
"INC47980527","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Marked self-resolved; maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk']","Unknown","User self-resolved; no causation details provided."
"INC47980530","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Marked self-resolved; maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk']","Unknown","User self-resolved; no causation details provided."
"INC47980282","UserAccessAuthentication","IdentityAccess","MFA/SSO Issues","Microsoft","0.9","False","Microsoft Authenticator registration/management is an MFA enrollment issue; maps to UserAccessAuthentication > IdentityAccess > MFA/SSO Issues.","['Microsoft Authenticator', 'Register', 'Manage', 'MFA']","Security","MFA enrollment/management required for Microsoft Authenticator (e.g., new device or setup not completed)."
"INC47980563","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Marked self-resolved; maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk']","Unknown","User self-resolved; no causation details provided."
"INC47980577","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Marked self-resolved; maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk']","Unknown","User self-resolved; no causation details provided."
"INC47980479","HealthcareSystems","Payer_Member_Provider","Claims Adjudication","Jacada / CPS","0.8","False","Claim Payment System (CPS) is a payer claims platform; login issues map to HealthcareSystems > Payer_Member_Provider > Claims Adjudication.","['CPS', 'Claim Payment System', 'Jacada', 'Unable to log in']","Security","Authentication/authorization issue preventing access to CPS (Jacada)."
"INC47980295","Network","ConnectivityIssues","ISP Degradation","","0.85","False","User cannot connect to VPN or Internet over Spectrum wired connection; points to an ISP-related connectivity issue rather than a specific device or app.","[]","",""
"INC47980601","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","False","Ticket explicitly states no help desk support needed and self-resolved.","[]","",""
"INC47980487","WebApplications","Data_API","Other","","0.6","False","Employment status displayed incorrectly in the Secure application suggests a data/integration issue within a web app rather than UI layout or hardware.","[]","",""
"INC47980607","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","False","Ticket states no help desk support needed and self-resolved.","[]","",""
"INC47980230","Network","PerformanceIssues","Packet Loss","","0.75","False","Internet connection described as slow or dropping indicates network performance issues such as packet loss.","[]","",""
"INC47980626","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","False","Ticket states no help desk support needed and self-resolved.","[]","",""
"INC47980668","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","False","Ticket states no help desk support needed and self-resolved.","[]","",""
"INC47980691","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","False","Ticket states no help desk support needed and self-resolved.","[]","",""
"INC47980693","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","False","Ticket states no help desk support needed and self-resolved.","[]","",""
"INC47980428","Network","ConnectivityIssues","Wi-Fi","","0.8","False","Cannot connect to internet on wireless (Xfinity) while using Cisco Secure client; primary issue is Wi-Fi/ISP connectivity affecting VPN usage.","[]","",""
"INC47980733","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly states no help desk support needed and self-resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user prior to support engagement."
"INC47980409","Network","VPN_RemoteAccess","Cisco Secure","Cisco Secure Client","0.85","False","Mentions Cisco Secure Client and inability to connect to VPN across networks; fits VPN remote access using Cisco client.","['Cisco Secure Client', 'unable to connect', 'VPN', 'T-Mobile', 'Wired']","Configuration","Likely misconfigured Cisco Secure VPN profile/client preventing connection on both T-Mobile and wired networks."
"INC47980737","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly states self-resolved; no support required.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user prior to support engagement."
"INC47980746","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly notes self-resolved; informational only.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user prior to support engagement."
"INC47980433","TelephonyContactCenter","UnifiedCommunications","Headset Configuration","","0.8","False","Headset not working commonly relates to UC audio device/headset configuration.","['Headset', 'not working']","Configuration","Incorrect default audio device or headset settings causing no audio."
"INC47980769","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly states self-resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user prior to support engagement."
"INC47980802","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly states self-resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user prior to support engagement."
"INC47980617","UserAccessAuthentication","IdentityAccess","Other","","0.75","False","""Unable to login to EWD"" indicates authentication/access issue; specific cause (password, SSO, lockout) not provided.","['unable to login', 'EWD', 'Enterprise Work Delivery']","Security","Authentication failure for EWD (account or SSO issue likely)."
"INC47980828","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly states self-resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user prior to support engagement."
"INC47980753","Network","VPN_RemoteAccess","Tunnel Drops","Cisco AnyConnect","0.92","False","""cisco anyconnect | connection dropping"" maps to VPN remote access with tunnel drops.","['Cisco AnyConnect', 'connection dropping', 'VPN']","Infrastructure","Intermittent network instability causing VPN tunnel to drop."
"INC47980857","ProcessInformational","OperationalEvents","User Self-Resolved","","0.99","True","Incident explicitly states no help desk support needed and self-resolved; this maps to an informational operational event.","['self-resolved', 'no help desk support']","Unknown","User reported the issue was self-resolved; no causal details provided."
"INC47980862","ProcessInformational","OperationalEvents","User Self-Resolved","","0.99","True","Explicitly marked as self-resolved; fits OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk support']","Unknown","Issue resolved by user without help desk involvement; cause not specified."
"INC47980590","Hardware","PeripheralMalfunction","Monitor","","0.92","False","""2nd ext monitor not working"" indicates an external monitor peripheral malfunction.","['2nd external monitor', 'not working']","Infrastructure","Likely hardware/peripheral issue (e.g., faulty cable, port, or dock) causing the second monitor not to function."
"INC47980874","ProcessInformational","OperationalEvents","User Self-Resolved","","0.99","True","Marked self-resolved; informational ticket.","['self-resolved']","Unknown","User indicated issue is resolved; no details on cause."
"INC47980878","ProcessInformational","OperationalEvents","User Self-Resolved","","0.99","True","No Help Desk support needed and self-resolved; maps to User Self-Resolved.","['self-resolved']","Unknown","Self-resolved by user; cause unspecified."
"INC47980886","ProcessInformational","OperationalEvents","User Self-Resolved","","0.99","True","Ticket indicates self-resolved; informational.","['self-resolved']","Unknown","User resolved the issue; no cause provided."
"INC47980891","ProcessInformational","OperationalEvents","User Self-Resolved","","0.99","True","Explicitly self-resolved; categorize as OperationalEvents > User Self-Resolved.","['self-resolved']","Unknown","Self-resolved; insufficient detail for specific cause."
"INC47980340","Hardware","PeripheralMalfunction","Docking Station","","0.96","False","""Docking station not turning on"" is a hardware peripheral malfunction of the dock.","['docking station', 'not turning on']","Infrastructure","Dock likely has a power or hardware failure (e.g., bad power adapter or faulty dock)."
"INC47980424","EndUserSupport","SupportRequests","How-To/Config Questions","","0.75","False","""Monitor Display Settings"" suggests assistance needed with configuring display rather than hardware failure.","['monitor', 'display settings']","Configuration","User requires help adjusting display configuration (e.g., extend/duplicate settings, resolution)."
"INC47980913","ProcessInformational","OperationalEvents","User Self-Resolved","","0.99","True","Marked as self-resolved; informational event.","['self-resolved']","Unknown","User self-resolved; no causal details provided."
"INC47980914","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket explicitly states no help desk support needed and self-resolved, which maps to an informational operational event: User Self-Resolved.","['self-resolved', 'no help desk support']","Unknown","User resolved the issue independently; specific cause not provided."
"INC47980955","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket indicates self-resolved; matches OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk support']","Unknown","User resolved the issue independently; specific cause not provided."
"INC47980486","Network","VPN_RemoteAccess","Cisco Secure","","0.9","False","""Cisco secure unable to connect to the vpn"" points to a VPN remote access issue specifically with the Cisco Secure client.","['Cisco Secure', 'VPN', 'unable to connect']","Unknown","Cisco Secure VPN client unable to establish connection; exact cause (auth, policy, network) not specified."
"INC47980973","UserAccessAuthentication","IdentityAccess","Account Lockout","","0.9","False","""Windows Account Has Been Disabled"" maps to Identity/Access issues—account locked/disabled.","['Windows account', 'disabled', 'lockout']","Security","Account disabled per security policy or administrative action, preventing login."
"INC47981008","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Self-resolved per description; aligns to informational operational event.","['self-resolved', 'no help desk support']","Unknown","User resolved the issue independently; specific cause not provided."
"INC47980568","Hardware","PeripheralMalfunction","Monitor","","0.8","False","""Display flickering"" under Hardware suggests a monitor/peripheral malfunction.","['display flickering', 'hardware', 'monitor']","Infrastructure","Hardware issue such as failing monitor or loose/defective video cable causing flicker."
"INC47980162","Software","ConfigurationIssues","Drive Mappings","","0.85","False","Requesting/mapping/troubleshooting network drives maps to Software configuration issues—Drive Mappings.","['Windows', 'network drives', 'mapping', 'troubleshooting']","Configuration","Incorrect or missing drive mapping configuration or permissions."
"INC47980875","EndpointManagement","Patching_SoftwareDistribution","Driver/Firmware","","0.9","False","Firmware update stuck aligns with endpoint patching/software distribution for drivers/firmware.","['hardware', 'firmware update', 'stuck']","Change_Related","Firmware update process stalled mid-sequence; likely deployment/tool issue."
"INC47980967","ProcessInformational","OperationalEvents","Informational Ticket","","0.7","False","""Broadband Modem Returns"" appears to be a logistical/informational note rather than a technical incident.","['broadband modem', 'returns']","Third_Party","External ISP equipment return processing; no technical fault indicated."
"INC47980329","EndpointManagement","Security_Baselines","Disk Encryption","","0.9","False","BitLocker recovery key prompt after startup maps to endpoint security baselines—disk encryption.","['BitLocker', 'recovery key', 'startup']","Change_Related","TPM/secure boot or BIOS/firmware change triggered BitLocker to require recovery key."
"INC47980323","Network","VPN_RemoteAccess","Cisco Secure","Cisco","0.9","False","Cisco Secure Client failing to connect while on AT&T wireless indicates a VPN remote access issue specific to the Cisco Secure client.","['Cisco Secure Client', 'unable to connect', 'AT&T', 'wireless', 'VPN']","Third_Party","AT&T wireless network likely blocking or unstable for VPN, preventing Cisco Secure Client from establishing a tunnel."
"INC47980520","ProcessInformational","OperationalEvents","Informational Ticket","","0.95","False","Ticket explicitly indicates an informational/documentation-only submission, not a technical incident.","['Informational', 'Documentation Only Ticket']","Unknown","No issue reported; ticket created for documentation purposes only."
"INC47980388","Hardware","PeripheralMalfunction","Monitor","","0.9","False","External monitor issues map to hardware peripheral malfunction affecting the monitor.","['Hardware', 'External Monitor Issues']","Infrastructure","External monitor or associated cabling/dock likely malfunctioning causing display issues."
"INC47980945","Network","ConnectivityIssues","LOA/M&A Network Issues","Cisco","0.75","False","Unable to access Cisco Jabber in an M&A (CMM) context suggests network access/policy integration issues tied to M&A activities.","['M&A', 'CMM', 'unable to access', 'Cisco Jabber']","Change_Related","Post-M&A network segmentation/policies not yet integrated, blocking access to Cisco Jabber for CMM users."
"INC47980145","ProcessInformational","OperationalEvents","User Self-Resolved","","0.99","True","Ticket states no help desk support needed and self-resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user; specific cause not provided."
"INC47980148","ProcessInformational","OperationalEvents","User Self-Resolved","","0.99","True","Ticket states no help desk support needed and self-resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user; specific cause not provided."
"INC47980184","ProcessInformational","OperationalEvents","User Self-Resolved","","0.99","True","Ticket states no help desk support needed and self-resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user; specific cause not provided."
"INC47980185","ProcessInformational","OperationalEvents","User Self-Resolved","","0.99","True","Ticket states no help desk support needed and self-resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user; specific cause not provided."
"INC47980187","ProcessInformational","OperationalEvents","User Self-Resolved","","0.99","True","Ticket states no help desk support needed and self-resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user; specific cause not provided."
"INC47980197","ProcessInformational","OperationalEvents","User Self-Resolved","","0.99","True","Ticket states no help desk support needed and self-resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user; specific cause not provided."
"INC47980215","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly states no Help Desk support needed and was self-resolved; fits informational operational event.","['self-resolved', 'no help desk']","Unknown","User resolved issue independently; no cause details provided."
"INC47980293","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Marked as self-resolved; aligns to informational operational events.","['self-resolved', 'no help desk']","Unknown","User resolved issue independently; no cause details provided."
"INC47980309","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Self-resolved noted; matches User Self-Resolved classification.","['self-resolved', 'no help desk']","Unknown","User resolved issue independently; no cause details provided."
"INC47980310","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Explicitly self-resolved; fits ProcessInformational > OperationalEvents.","['self-resolved', 'no help desk']","Unknown","User resolved issue independently; no cause details provided."
"INC47980322","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","No Help Desk support needed and self-resolved; informational operational event.","['self-resolved', 'no help desk']","Unknown","User resolved issue independently; no cause details provided."
"INC47980256","EndUserSupport","SupportRequests","How-To/Config Questions","","0.85","False","Request is a secure how-to for reactivating a Microsoft domain ID; aligns with support how-to/config.","['How To', 'Reactivate', 'MS domain ID']","User_Error","User requires guidance on reactivating an MS domain account."
"INC47980330","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Self-resolved ticket; matches informational category.","['self-resolved', 'no help desk']","Unknown","User resolved issue independently; no cause details provided."
"INC47980218","EndpointManagement","Enrollment_Compliance","MDM/Intune","","0.9","False","M365 Intune mobile access & setup for personal devices maps to Intune MDM enrollment/compliance.","['M365', 'Intune', 'Mobile', 'Access', 'Setup', 'Personal Devices']","Configuration","User needs assistance enrolling and configuring personal mobile device with Intune."
"INC47980176","EndpointManagement","Patching_SoftwareDistribution","Driver/Firmware","","0.95","False","Windows firmware update request aligns with endpoint patching/distribution for driver/firmware.","['Windows', 'firmware update']","Change_Related","Device requires or received a firmware update."
"INC47980265","UserAccessAuthentication","IdentityAccess","Windows Hello","","0.95","False","Issue specifically with Windows Hello PIN; maps to IdentityAccess > Windows Hello.","['Windows Hello', 'PIN not working']","Security","Windows Hello PIN authentication failure likely due to credential or policy issue."
"INC47980365","ProcessInformational","OperationalEvents","User Self-Resolved","","1.0","True","Ticket states no help desk support needed and self-resolved, which maps directly to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user; original cause not provided."
"INC47980263","Hardware","PeripheralMalfunction","Monitor","","0.95","False","Explicit hardware issue with a monitor not working; fits Hardware > PeripheralMalfunction > Monitor.","['hardware', 'monitor not working']","Infrastructure","Monitor hardware malfunction or cabling/power issue causing no display."
"INC47980378","ProcessInformational","OperationalEvents","User Self-Resolved","","1.0","True","Marked self-resolved; aligns with ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user; original cause not provided."
"INC47980383","ProcessInformational","OperationalEvents","User Self-Resolved","","1.0","True","Marked self-resolved; aligns with ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user; original cause not provided."
"INC47980386","ProcessInformational","OperationalEvents","User Self-Resolved","","1.0","True","Marked self-resolved; aligns with ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user; original cause not provided."
"INC47980399","ProcessInformational","OperationalEvents","User Self-Resolved","","1.0","True","Marked self-resolved; aligns with ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user; original cause not provided."
"INC47980405","ProcessInformational","OperationalEvents","User Self-Resolved","","1.0","True","Marked self-resolved; aligns with ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user; original cause not provided."
"INC47980435","ProcessInformational","OperationalEvents","User Self-Resolved","","1.0","True","Marked self-resolved; aligns with ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user; original cause not provided."
